Código IBGE;UF;MUNICiPIO;CoDIGO_NACIONAL
2919553;BA;LUIS EDUARDO MAGALHAES;77
3530805;SP;MOGI-MIRIM;19
5222302;GO;VILA PROPICIO;62
5208152;GO;GAMELEIRA DE GOIAS;62
5210158;GO;IPIRANGA DE GOIAS;62
5204854;GO;CAMPO LIMPO DE GOIAS;62
5203500;GO;BOM JESUS;64
5107792;MT;SANTO ANTONIO DO LESTE;66
5107578;MT;RONDOLANDIA;66
5106315;MT;NOVO SANTO ANTONIO;66
5106216;MT;NOVA CANÃA DO NORTE;66
5103437;MT;CURVELANDIA;65
5103361;MT;CONQUISTA DO OESTE;65
5006275;MS;PARAISO DAS ÁGUAS;67
5002001;MS;BATAIPORÃ;67
5000609;MS;AMAMBAÍ;67
4319364;RS;SAO PEDRO DAS MISSÕES;55
4318614;RS;SAO JOSE DO SUL;51
4317103;RS;SANTANA DO LIVRAMENTO;55
4316733;RS;SANTA CECILIA DO SUL;54
4315552;RS;RIO DOS INDIOS;54
4315313;RS;QUATRO IRMAOS;54
4313953;RS;PÂNTANO GRANDE;51
4305405;RS;CHIAPETA;55
4304655;RS;CAPAO DO CIPO;55
4304622;RS;CAPAO BONITO DO SUL;54
4300471;RS;ALMIRANTE TAMANDARE DO SUL;54
4217204;SC;SÃO MIGUEL D'OESTE;49
4213906;SC;PRESIDENTE CASTELO BRANCO;49
4212809;SC;PIÇARRAS;47
4128625;PR;VILA ALTA;44
3548054;SP;SANTO ANTÔNIO DO ARACANGUA;18
3530706;SP;MOGI-GUAÇU;19
3520905;SP;IPAUÇU;14
3515004;SP;EMBU;11
3507803;SP;BRODÓSQUI;16
3305901;RJ;TRAJANO DE MORAIS;22
3303807;RJ;PARATI;24
3300233;RJ;ARMAÇÃO DE BÚZIOS;22
3203320;ES;MARATAIZES;28
3170750;MG;VARJÃO;38
3169059;MG;TOCOS DO MOGI;35
3165206;MG;SAO THOME DAS LETRAS;35
3153806;MG;QUELUZITA;31
3151503;MG;PIUÍ;37
3150539;MG;PINGO D'ÁGUA;33
3147808;MG;PASSA VINTE;32
3145455;MG;OLHOS D'AGUA;38
3127602;MG;GOUVÊA;38
3131802;MG;ITABIRINHA DE MANTENA;33
3122900;MG;DONA EUZÉBIA;32
3108552;MG;BRASILÂNDIA;38
3108800;MG;BRASÓPOLIS;35
2919504;BA;LIVRAMENTO DO BRUMADO;77
2703759;AL;JEQUIA DA PRAIA;82
2611533;PE;QUIXABÁ;87
2608057;PE;JATOBA;87
2607604;PE;ITAMARACÁ;81
2515401;PB;SERIDO;83
2513968;PB;SÃO DOMINGOS DE POMBAL;83
2513653;PB;SANTARÉM;83
2513158;PB;SANTA CECÍLIA DO UMBUZEIRO;83
2512721;PB;PEDRO RÉGES;83
2516409;PB;CAMPO DE SANTANA;83
2501534;PB;BARAUNA;83
2415008;RN;VILA FLÔR;84
2412559;RN;SÃO MIGUEL DE TOUROS;84
2412302;RN;SÃO JOSÉ DE CAMPESTRE;84
2406155;RN;JUNDIA;84
2408706;RN;ESPÍRITO SANTO DO OESTE;84
2409308;RN;PATÚ;84
2401305;RN;CAMPO GRANDE;84
2405306;RN;BOA SAUDE;84
2306306;CE;ITAPAGÉ;85
2300150;CE;ACARAPÉ;85
2207793;PI;PAU DARCO DO PIAUÍ;86
2206050;PI;MASSÂPE DO PIAUÍ;89
2202455;PI;CAPITÃO GERVÁSIO DE OLIVEIRA;89
2108504;MA;PINDARÉ MIRIM;98
1720499;TO;SÃO VALÉRIO DA NATIVIDADE;63
1706001;TO;COUTO DE MAGALHÃES;63
1506500;PA;SANTA ISABEL DO PARÁ;91
4300034;RS;ACEGUA;53
1100379;RO;ALTO ALEGRE DO PARECIS;69
5300108;DF;BRASÍLIA;61
5222203;GO;VILA BOA;61
5222054;GO;VICENTINÓPOLIS;64
5222005;GO;VIANÓPOLIS;62
5221908;GO;VARJÃO;62
5221858;GO;VALPARAÍSO DE GOIÁS;61
5221809;GO;URUTAÍ;64
5221700;GO;URUANA;62
5221601;GO;URUAÇU;62
5221577;GO;UIRAPURU;62
5221551;GO;TURVELÂNDIA;64
5221502;GO;TURVÂNIA;64
5221452;GO;TROMBAS;62
5221403;GO;TRINDADE;62
5221304;GO;TRÊS RANCHOS;64
5221197;GO;TEREZÓPOLIS DE GOIÁS;62
5221080;GO;TERESINA DE GOIÁS;62
5221007;GO;TAQUARAL DE GOIÁS;62
5220702;GO;SÍTIO D'ABADIA;62
5220686;GO;SIMOLÂNDIA;62
5220603;GO;SILVÂNIA;62
5220504;GO;SERRANÓPOLIS;64
5220454;GO;SENADOR CANEDO;62
5220405;GO;SÃO SIMÃO;64
5220280;GO;SÃO PATRÍCIO;62
5220264;GO;SÃO MIGUEL DO PASSA QUATRO;62
5220207;GO;SÃO MIGUEL DO ARAGUAIA;62
5220157;GO;SÃO LUÍZ DO NORTE;62
5220108;GO;SÃO LUÍS DE MONTES BELOS;64
5220058;GO;SÃO JOÃO DA PARAÚNA;64
5220009;GO;SÃO JOÃO D'ALIANÇA;62
5219902;GO;SÃO FRANCISCO DE GOIÁS;62
5219803;GO;SÃO DOMINGOS;62
5219753;GO;SANTO ANTÔNIO DO DESCOBERTO;61
5219738;GO;SANTO ANTÔNIO DE GOIÁS;62
5219712;GO;SANTO ANTÔNIO DA BARRA;64
5219704;GO;SANTA TEREZINHA DE GOIÁS;62
5219605;GO;SANTA TEREZA DE GOIÁS;62
5219506;GO;SANTA ROSA DE GOIÁS;62
5219456;GO;SANTA RITA DO NOVO DESTINO;62
5219407;GO;SANTA RITA DO ARAGUAIA;64
5219357;GO;SANTA ISABEL;62
5219308;GO;SANTA HELENA DE GOIÁS;64
5219258;GO;SANTA FÉ DE GOIÁS;62
5219209;GO;SANTA CRUZ DE GOIÁS;64
5219100;GO;SANTA BÁRBARA DE GOIÁS;62
5219001;GO;SANCLERLÂNDIA;64
5218904;GO;RUBIATABA;62
5218805;GO;RIO VERDE;64
5218789;GO;RIO QUENTE;64
5218706;GO;RIANÁPOLIS;62
5218607;GO;RIALMA;62
5218508;GO;QUIRINÓPOLIS;64
5218391;GO;PROFESSOR JAMIL;64
5218300;GO;POSSE;62
5218102;GO;PORTELÂNDIA;64
5218052;GO;PORTEIRÃO;64
5218003;GO;PORANGATU;62
5217708;GO;PONTALINA;64
5217609;GO;PLANALTINA;61
5217401;GO;PIRES DO RIO;64
5217302;GO;PIRENÓPOLIS;62
5217203;GO;PIRANHAS;64
5217104;GO;PIRACANJUBA;64
5216908;GO;PILAR DE GOIÁS;62
5216809;GO;PETROLINA DE GOIÁS;62
5216452;GO;PEROLÂNDIA;64
5216403;GO;PARAÚNA;64
5216304;GO;PARANAIGUARA;64
5216007;GO;PANAMÁ;64
5215900;GO;PALMINÓPOLIS;64
5215801;GO;PALMELO;64
5215702;GO;PALMEIRAS DE GOIÁS;64
5215652;GO;PALESTINA DE GOIÁS;64
5215603;GO;PADRE BERNARDO;61
5215504;GO;OUVIDOR;64
5215405;GO;OURO VERDE DE GOIÁS;62
5215306;GO;ORIZONA;64
5215256;GO;NOVO PLANALTO;62
5215231;GO;NOVO GAMA;61
5215207;GO;NOVO BRASIL;62
5215009;GO;NOVA VENEZA;62
5214903;GO;NOVA ROMA;62
5214879;GO;NOVA IGUAÇU DE GOIÁS;62
5214861;GO;NOVA GLÓRIA;62
5214838;GO;NOVA CRIXÁS;62
5214804;GO;NOVA AURORA;64
5214705;GO;NOVA AMÉRICA;62
5214606;GO;NIQUELÂNDIA;62
5214507;GO;NERÓPOLIS;62
5214408;GO;NAZÁRIO;64
5214101;GO;MUTUNÓPOLIS;62
5214051;GO;MUNDO NOVO;62
5214002;GO;MOZARLÂNDIA;62
5213905;GO;MOSSÂMEDES;64
5213855;GO;MORRO AGUDO DE GOIÁS;62
5213806;GO;MORRINHOS;64
5213772;GO;MONTIVIDIU DO NORTE;62
5213756;GO;MONTIVIDIU;64
5213707;GO;MONTES CLAROS DE GOIÁS;62
5213509;GO;MONTE ALEGRE DE GOIÁS;62
5213400;GO;MOIPORÁ;64
5213103;GO;MINEIROS;64
5213087;GO;MINAÇU;62
5213053;GO;MIMOSO DE GOIÁS;62
5213004;GO;MAURILÂNDIA;64
5212956;GO;MATRINCHÃ;62
5212907;GO;MARZAGÃO;64
5212808;GO;MARA ROSA;62
5212709;GO;MAMBAÍ;62
5212600;GO;MAIRIPOTABA;64
5212501;GO;LUZIÂNIA;61
5212303;GO;LEOPOLDO DE BULHÕES;62
5212253;GO;LAGOA SANTA;64
5212204;GO;JUSSARA;62
5212105;GO;JOVIÂNIA;64
5212055;GO;JESÚPOLIS;62
5212006;GO;JAUPACI;64
5211909;GO;JATAÍ;64
5211800;GO;JARAGUÁ;62
5211701;GO;JANDAIA;64
5211602;GO;IVOLÂNDIA;64
5211503;GO;ITUMBIARA;64
5211404;GO;ITAUÇU;62
5211305;GO;ITARUMÃ;64
5211206;GO;ITAPURANGA;62
5211008;GO;ITAPIRAPUÃ;62
5210901;GO;ITAPACI;62
5210802;GO;ITAJÁ;64
5210604;GO;ITAGUARU;62
5210562;GO;ITAGUARI;62
5210406;GO;ITABERAÍ;62
5210307;GO;ISRAELÂNDIA;64
5210208;GO;IPORÁ;64
5210109;GO;IPAMERI;64
5210000;GO;INHUMAS;62
5209952;GO;INDIARA;64
5209937;GO;INACIOLÂNDIA;64
5209903;GO;IACIARA;62
5209804;GO;HIDROLINA;62
5209705;GO;HIDROLÂNDIA;62
5209606;GO;HEITORAÍ;62
5209457;GO;GUARINOS;62
5209408;GO;GUARANI DE GOIÁS;62
5209291;GO;GUARAÍTA;62
5209200;GO;GUAPÓ;62
5209150;GO;GOUVELÂNDIA;64
5209101;GO;GOIATUBA;64
5208905;GO;GOIÁS;62
5208806;GO;GOIANIRA;62
5208707;GO;GOIÂNIA;62
5208608;GO;GOIANÉSIA;62
5208509;GO;GOIANDIRA;64
5208400;GO;GOIANÁPOLIS;62
5208301;GO;DIVINÓPOLIS DE GOIÁS;62
5208103;GO;FORMOSO;62
5208004;GO;FORMOSA;61
5207907;GO;FLORES DE GOIÁS;62
5207808;GO;FIRMINÓPOLIS;64
5207600;GO;FAZENDA NOVA;62
5207535;GO;FAINA;62
5207501;GO;ESTRELA DO NORTE;62
5207402;GO;EDÉIA;64
5207352;GO;EDEALINA;64
5207253;GO;DOVERLÂNDIA;64
5207105;GO;DIORAMA;64
5206909;GO;DAVINÓPOLIS;64
5206800;GO;DAMOLÂNDIA;62
5206701;GO;DAMIANÓPOLIS;62
5206602;GO;CUMARI;64
5206503;GO;CROMÍNIA;64
5206404;GO;CRIXÁS;62
5206305;GO;CRISTIANÓPOLIS;64
5206206;GO;CRISTALINA;61
5205901;GO;CORUMBAÍBA;64
5205802;GO;CORUMBÁ DE GOIÁS;62
5205703;GO;CÓRREGO DO OURO;64
5205521;GO;COLINAS DO SUL;62
5205513;GO;COCALZINHO DE GOIÁS;62
5205497;GO;CIDADE OCIDENTAL;61
5205471;GO;CHAPADÃO DO CÉU;64
5205455;GO;CEZARINA;64
5205406;GO;CERES;62
5205307;GO;CAVALCANTE;62
5205208;GO;CATURAÍ;62
5205109;GO;CATALÃO;64
5205059;GO;CASTELÂNDIA;64
5205000;GO;CARMO DO RIO VERDE;62
5204953;GO;CAMPOS VERDES;62
5204904;GO;CAMPOS BELOS;62
5204805;GO;CAMPO ALEGRE DE GOIÁS;64
5204706;GO;CAMPINORTE;62
5204656;GO;CAMPINAÇU;62
5204607;GO;CAMPESTRE DE GOIÁS;62
5204557;GO;CALDAZINHA;62
5204508;GO;CALDAS NOVAS;64
5204409;GO;CAIAPÔNIA;64
5204300;GO;CAÇU;64
5204250;GO;CACHOEIRA DOURADA;64
5204201;GO;CACHOEIRA DE GOIÁS;64
5204102;GO;CACHOEIRA ALTA;64
5204003;GO;CABECEIRAS;61
5203962;GO;BURITINÓPOLIS;62
5203939;GO;BURITI DE GOIÁS;64
5203906;GO;BURITI ALEGRE;64
5203807;GO;BRITÂNIA;62
5203609;GO;BRAZABRANTES;62
5203575;GO;BONÓPOLIS;62
5203559;GO;BONFINÓPOLIS;62
5203401;GO;BOM JARDIM DE GOIÁS;64
5203302;GO;BELA VISTA DE GOIÁS;62
5203203;GO;BARRO ALTO;62
5203104;GO;BALIZA;64
5202809;GO;AVELINÓPOLIS;64
5202601;GO;AURILÂNDIA;64
5202502;GO;ARUANÃ;62
5202353;GO;ARENÓPOLIS;64
5202155;GO;ARAGUAPAZ;62
5201801;GO;ARAGOIÂNIA;62
5201702;GO;ARAGARÇAS;64
5201603;GO;ARAÇU;62
5201504;GO;APORÉ;64
5201454;GO;APARECIDA DO RIO DOCE;64
5201405;GO;APARECIDA DE GOIÂNIA;62
5201306;GO;ANICUNS;64
5201207;GO;ANHANGUERA;64
5201108;GO;ANÁPOLIS;62
5200902;GO;AMORINÓPOLIS;64
5200852;GO;AMERICANO DO BRASIL;64
5200829;GO;AMARALINA;62
5200803;GO;ALVORADA DO NORTE;62
5200605;GO;ALTO PARAÍSO DE GOIÁS;62
5200555;GO;ALTO HORIZONTE;62
5200506;GO;ALOÂNDIA;64
5200308;GO;ALEXÂNIA;62
5200258;GO;ÁGUAS LINDAS DE GOIÁS;61
5200209;GO;ÁGUA LIMPA;64
5200175;GO;ÁGUA FRIA DE GOIÁS;62
5200159;GO;ADELÂNDIA;64
5200134;GO;ACREÚNA;64
5200100;GO;ABADIÂNIA;62
5200050;GO;ABADIA DE GOIÁS;62
5108956;MT;NOVA MONTE VERDE;66
5108907;MT;NOVA MARINGÁ;66
5108857;MT;NOVA MARILÂNDIA;65
5108808;MT;NOVA GUARITA;66
5108600;MT;VILA RICA;66
5108501;MT;VERA;66
5108402;MT;VÁRZEA GRANDE;65
5108352;MT;VALE DE SÃO DOMINGOS;65
5108303;MT;UNIÃO DO SUL;66
5108204;MT;TORIXORÉU;66
5108105;MT;TESOURO;66
5108055;MT;TERRA NOVA DO NORTE;66
5108006;MT;TAPURAH;66
5107958;MT;TANGARÁ DA SERRA;65
5107941;MT;TABAPORÃ;66
5107925;MT;SORRISO;66
5107909;MT;SINOP;66
5107883;MT;SERRA NOVA DOURADA;66
5107875;MT;SAPEZAL;65
5107859;MT;SÃO FÉLIX DO ARAGUAIA;66
5107800;MT;SANTO ANTÔNIO DO LEVERGER;65
5107776;MT;SANTA TEREZINHA;66
5107768;MT;SANTA RITA DO TRIVELATO;65
5107750;MT;SALTO DO CÉU;65
5107743;MT;SANTA CRUZ DO XINGU;66
5107701;MT;ROSÁRIO OESTE;65
5107602;MT;RONDONÓPOLIS;66
5107404;MT;SÃO PEDRO DA CIPA;66
5107354;MT;SÃO JOSÉ DO XINGU;66
5107305;MT;SÃO JOSÉ DO RIO CLARO;65
5107297;MT;SÃO JOSÉ DO POVO;66
5107263;MT;SANTO AFONSO;65
5107248;MT;SANTA CARMEM;66
5107206;MT;RIO BRANCO;65
5107198;MT;RIBEIRÃOZINHO;66
5107180;MT;RIBEIRÃO CASCALHEIRA;66
5107156;MT;RESERVA DO CABAÇAL;65
5107107;MT;SÃO JOSÉ DOS QUATRO MARCOS;65
5107065;MT;QUERÊNCIA;66
5107040;MT;PRIMAVERA DO LESTE;66
5107008;MT;POXORÉO;66
5106851;MT;PORTO ESTRELA;65
5106828;MT;PORTO ESPERIDIÃO;65
5106802;MT;PORTO DOS GAÚCHOS;66
5106778;MT;PORTO ALEGRE DO NORTE;66
5106752;MT;PONTES E LACERDA;65
5106703;MT;PONTE BRANCA;66
5106653;MT;PONTAL DO ARAGUAIA;66
5106505;MT;POCONÉ;65
5106455;MT;PLANALTO DA SERRA;66
5106422;MT;PEIXOTO DE AZEVEDO;66
5106372;MT;PEDRA PRETA;66
5106307;MT;PARANATINGA;66
5106299;MT;PARANAÍTA;66
5106281;MT;NOVO SÃO JOAQUIM;66
5106273;MT;NOVO HORIZONTE DO NORTE;66
5106265;MT;NOVO MUNDO;66
5106257;MT;NOVA XAVANTINA;66
5106240;MT;NOVA UBIRATÃ;66
5106232;MT;NOVA OLÍMPIA;65
5106224;MT;NOVA MUTUM;65
5106208;MT;NOVA BRASILÂNDIA;66
5106190;MT;NOVA SANTA HELENA;66
5106182;MT;NOVA LACERDA;65
5106174;MT;NOVA NAZARÉ;66
5106158;MT;NOVA BANDEIRANTES;66
5106109;MT;NOSSA SENHORA DO LIVRAMENTO;65
5106000;MT;NORTELÂNDIA;65
5105903;MT;NOBRES;65
5105622;MT;MIRASSOL D'OESTE;65
5105606;MT;MATUPÁ;66
5105580;MT;MARCELÂNDIA;66
5105507;MT;VILA BELA DA SANTÍSSIMA TRINDADE;65
5105309;MT;LUCIÁRA;66
5105259;MT;LUCAS DO RIO VERDE;65
5105234;MT;LAMBARI D'OESTE;65
5105200;MT;JUSCIMEIRA;66
5105176;MT;JURUENA;66
5105150;MT;JUÍNA;66
5105101;MT;JUARA;66
5105002;MT;JAURU;65
5104906;MT;JANGADA;65
5104807;MT;JACIARA;66
5104609;MT;ITIQUIRA;65
5104559;MT;ITAÚBA;66
5104500;MT;INDIAVAÍ;65
5104203;MT;GUIRATINGA;66
5104104;MT;GUARANTÃ DO NORTE;66
5103957;MT;GLÓRIA D'OESTE;65
5103908;MT;GENERAL CARNEIRO;66
5103858;MT;GAÚCHA DO NORTE;66
5103809;MT;FIGUEIRÓPOLIS D'OESTE;65
5103700;MT;FELIZ NATAL;66
5103601;MT;DOM AQUINO;66
5103502;MT;DIAMANTINO;65
5103452;MT;DENISE;65
5103403;MT;CUIABÁ;65
5103379;MT;COTRIGUAÇU;66
5103353;MT;CONFRESA;66
5103304;MT;COMODORO;65
5103254;MT;COLNIZA;66
5103205;MT;COLÍDER;66
5103106;MT;COCALINHO;66
5103056;MT;CLÁUDIA;66
5103007;MT;CHAPADA DOS GUIMARÃES;65
5102850;MT;CASTANHEIRA;66
5102793;MT;CARLINDA;66
5102702;MT;CANARANA;66
5102694;MT;CANABRAVA DO NORTE;66
5102686;MT;CAMPOS DE JÚLIO;65
5102678;MT;CAMPO VERDE;66
5102637;MT;CAMPO NOVO DO PARECIS;65
5102603;MT;CAMPINÁPOLIS;66
5102504;MT;CÁCERES;65
5101902;MT;BRASNORTE;66
5101852;MT;BOM JESUS DO ARAGUAIA;66
5101803;MT;BARRA DO GARÇAS;66
5101704;MT;BARRA DO BUGRES;65
5101605;MT;BARÃO DE MELGAÇO;65
5101407;MT;ARIPUANÃ;66
5101308;MT;ARENÁPOLIS;65
5101258;MT;ARAPUTANGA;65
5101209;MT;ARAGUAINHA;66
5101001;MT;ARAGUAIANA;66
5100805;MT;APIACÁS;66
5100607;MT;ALTO TAQUARI;66
5100508;MT;ALTO PARAGUAI;65
5100409;MT;ALTO GARÇAS;66
5100359;MT;ALTO BOA VISTA;66
5100300;MT;ALTO ARAGUAIA;66
5100250;MT;ALTA FLORESTA;66
5100201;MT;ÁGUA BOA;66
5100102;MT;ACORIZAL;65
5008404;MS;VICENTINA;67
5008305;MS;TRÊS LAGOAS;67
5008008;MS;TERENOS;67
5007976;MS;TAQUARUSSU;67
5007950;MS;TACURU;67
5007935;MS;SONORA;67
5007901;MS;SIDROLÂNDIA;67
5007802;MS;SELVÍRIA;67
5007703;MS;SETE QUEDAS;67
5007695;MS;SÃO GABRIEL DO OESTE;67
5007554;MS;SANTA RITA DO PARDO;67
5007505;MS;ROCHEDO;67
5007406;MS;RIO VERDE DE MATO GROSSO;67
5007307;MS;RIO NEGRO;67
5007208;MS;RIO BRILHANTE;67
5007109;MS;RIBAS DO RIO PARDO;67
5006903;MS;PORTO MURTINHO;67
5006606;MS;PONTA PORÃ;67
5006408;MS;PEDRO GOMES;67
5006358;MS;PARANHOS;67
5006309;MS;PARANAÍBA;67
5006259;MS;NOVO HORIZONTE DO SUL;67
5006200;MS;NOVA ANDRADINA;67
5006002;MS;NOVA ALVORADA DO SUL;67
5005806;MS;NIOAQUE;67
5005707;MS;NAVIRAÍ;67
5005681;MS;MUNDO NOVO;67
5005608;MS;MIRANDA;67
5005400;MS;MARACAJU;67
5005251;MS;LAGUNA CARAPÃ;67
5005202;MS;LADÁRIO;67
5005152;MS;JUTI;67
5005103;MS;JATEÍ;67
5005004;MS;JARDIM;67
5004908;MS;JARAGUARI;67
5004809;MS;JAPORÃ;67
5004700;MS;IVINHEMA;67
5004601;MS;ITAQUIRAÍ;67
5004502;MS;ITAPORÃ;67
5004403;MS;INOCÊNCIA;67
5004304;MS;IGUATEMI;67
5004106;MS;GUIA LOPES DA LAGUNA;67
5004007;MS;GLÓRIA DE DOURADOS;67
5003801;MS;FÁTIMA DO SUL;67
5003751;MS;ELDORADO;67
5003702;MS;DOURADOS;67
5003504;MS;DOURADINA;67
5003488;MS;DOIS IRMÃOS DO BURITI;67
5003454;MS;DEODÁPOLIS;67
5003306;MS;COXIM;67
5003256;MS;COSTA RICA;67
5003207;MS;CORUMBÁ;67
5003157;MS;CORONEL SAPUCAIA;67
5003108;MS;CORGUINHO;67
5002951;MS;CHAPADÃO DO SUL;67
5002902;MS;CASSILÂNDIA;67
5002803;MS;CARACOL;67
5002704;MS;CAMPO GRANDE;67
5002605;MS;CAMAPUÃ;67
5002407;MS;CAARAPÓ;67
5002308;MS;BRASILÂNDIA;67
5002209;MS;BONITO;67
5002159;MS;BODOQUENA;67
5002100;MS;BELA VISTA;67
5001904;MS;BATAGUASSU;67
5001508;MS;BANDEIRANTES;67
5001243;MS;ARAL MOREIRA;67
5001102;MS;AQUIDAUANA;67
5001003;MS;APARECIDA DO TABOADO;67
5000906;MS;ANTÔNIO JOÃO;67
5000856;MS;ANGÉLICA;67
5000807;MS;ANAURILÂNDIA;67
5000708;MS;ANASTÁCIO;67
5000252;MS;ALCINÓPOLIS;67
5000203;MS;ÁGUA CLARA;67
4323804;RS;XANGRI-LÁ;51
4323770;RS;WESTFALIA;51
4323754;RS;VITÓRIA DAS MISSÕES;55
4323705;RS;VISTA GAÚCHA;55
4323606;RS;VISTA ALEGRE DO PRATA;54
4323507;RS;VISTA ALEGRE;55
4323457;RS;VILA NOVA DO SUL;55
4323408;RS;VILA MARIA;54
4323358;RS;VILA LÂNGARO;54
4323309;RS;VILA FLORES;54
4323200;RS;VICTOR GRAEFF;54
4323101;RS;VICENTE DUTRA;55
4323002;RS;VIAMÃO;51
4322905;RS;VIADUTOS;54
4322855;RS;VESPASIANO CORREA;51
4322806;RS;VERANÓPOLIS;54
4322707;RS;VERA CRUZ;51
4322608;RS;VENÂNCIO AIRES;51
4322558;RS;VANINI;54
4322541;RS;VALE REAL;51
4322533;RS;VALE DO SOL;51
4322525;RS;VALE VERDE;51
4322509;RS;VACARIA;54
4322400;RS;URUGUAIANA;55
4322376;RS;UNISTALDA;55
4322350;RS;UNIÃO DA SERRA;54
4322343;RS;UBIRETAMA;55
4322327;RS;TURUÇU;53
4322301;RS;TUPARENDI;55
4322251;RS;TUPANDI;51
4322202;RS;TUPANCIRETÃ;55
4322186;RS;TUPANCI DO SUL;54
4322152;RS;TUNAS;51
4322103;RS;TUCUNDUVA;55
4322004;RS;TRIUNFO;51
4321956;RS;TRINDADE DO SUL;54
4321907;RS;TRÊS PASSOS;55
4321857;RS;TRÊS PALMEIRAS;54
4321832;RS;TRÊS FORQUILHAS;51
4321808;RS;TRÊS DE MAIO;55
4321709;RS;TRÊS COROAS;51
4321667;RS;TRÊS CACHOEIRAS;51
4321634;RS;TRÊS ARROIOS;54
4321626;RS;TRAVESSEIRO;51
4321600;RS;TRAMANDAÍ;51
4321501;RS;TORRES;51
4321493;RS;TOROPI;55
4321477;RS;TIRADENTES DO SUL;55
4321469;RS;TIO HUGO;54
4321451;RS;TEUTÔNIA;51
4321436;RS;TERRA DE AREIA;51
4321402;RS;TENENTE PORTELA;55
4321352;RS;TAVARES;51
4321329;RS;TAQUARUÇU DO SUL;55
4321303;RS;TAQUARI;51
4321204;RS;TAQUARA;51
4321105;RS;TAPES;51
4321006;RS;TAPERA;54
4320909;RS;TAPEJARA;54
4320859;RS;TABAÍ;51
4320800;RS;SOLEDADE;54
4320701;RS;SOBRADINHO;51
4320677;RS;SINIMBU;51
4320651;RS;SILVEIRA MARTINS;55
4320602;RS;SEVERIANO DE ALMEIDA;54
4320578;RS;SETE DE SETEMBRO;55
4320552;RS;SERTÃO SANTANA;51
4320503;RS;SERTÃO;54
4320453;RS;SÉRIO;51
4320404;RS;SERAFINA CORRÊA;54
4320354;RS;SENTINELA DO SUL;51
4320321;RS;SENADOR SALGADO FILHO;55
4320305;RS;SELBACH;54
4320263;RS;SEGREDO;51
4320230;RS;SEDE NOVA;55
4320206;RS;SEBERI;55
4320107;RS;SARANDI;54
4320008;RS;SAPUCAIA DO SUL;51
4319901;RS;SAPIRANGA;51
4319802;RS;SÃO VICENTE DO SUL;55
4319752;RS;SÃO VENDELINO;51
4319737;RS;SÃO VALÉRIO DO SUL;55
4319711;RS;SÃO VALENTIM DO SUL;54
4319703;RS;SÃO VALENTIM;54
4319604;RS;SÃO SEPÉ;55
4319505;RS;SÃO SEBASTIÃO DO CAÍ;51
4319406;RS;SÃO PEDRO DO SUL;55
4319372;RS;SÃO PEDRO DO BUTIÁ;55
4319356;RS;SÃO PEDRO DA SERRA;51
4319307;RS;SÃO PAULO DAS MISSÕES;55
4319208;RS;SÃO NICOLAU;55
4319158;RS;SÃO MIGUEL DAS MISSÕES;55
4319125;RS;SÃO MARTINHO DA SERRA;55
4319109;RS;SÃO MARTINHO;55
4319000;RS;SÃO MARCOS;54
4318903;RS;SÃO LUIZ GONZAGA;55
4318804;RS;SÃO LOURENÇO DO SUL;53
4318705;RS;SÃO LEOPOLDO;51
4318622;RS;SÃO JOSÉ DOS AUSENTES;54
4318606;RS;SÃO JOSÉ DO OURO;54
4318507;RS;SÃO JOSÉ DO NORTE;53
4318499;RS;SÃO JOSÉ DO INHACORÁ;55
4318481;RS;SÃO JOSÉ DO HORTÊNCIO;51
4318465;RS;SÃO JOSÉ DO HERVAL;54
4318457;RS;SÃO JOSÉ DAS MISSÕES;55
4318440;RS;SÃO JORGE;54
4318432;RS;SÃO JOÃO DO POLÊSINE;55
4318424;RS;SÃO JOÃO DA URTIGA;54
4318408;RS;SÃO JERÔNIMO;51
4318309;RS;SÃO GABRIEL;55
4318200;RS;SÃO FRANCISCO DE PAULA;54
4318101;RS;SÃO FRANCISCO DE ASSIS;55
4318051;RS;SÃO DOMINGOS DO SUL;54
4318002;RS;SÃO BORJA;55
4317954;RS;SANTO EXPEDITO DO SUL;54
4317905;RS;SANTO CRISTO;55
4317806;RS;SANTO AUGUSTO;55
4317756;RS;SANTO ANTÔNIO DO PLANALTO;54
4317707;RS;SANTO ANTÔNIO DAS MISSÕES;55
4317608;RS;SANTO ANTÔNIO DA PATRULHA;51
4317558;RS;SANTO ANTÔNIO DO PALMA;54
4317509;RS;SANTO ÂNGELO;55
4317400;RS;SANTIAGO;55
4317301;RS;SANTA VITÓRIA DO PALMAR;53
4317251;RS;SANTA TEREZA;54
4317202;RS;SANTA ROSA;55
4317004;RS;SANTANA DA BOA VISTA;53
4316972;RS;SANTA MARGARIDA DO SUL;55
4316956;RS;SANTA MARIA DO HERVAL;51
4316907;RS;SANTA MARIA;55
4316808;RS;SANTA CRUZ DO SUL;51
4316758;RS;SANTA CLARA DO SUL;51
4316709;RS;SANTA BÁRBARA DO SUL;55
4316600;RS;SANANDUVA;54
4316501;RS;SALVADOR DO SUL;51
4316477;RS;SALVADOR DAS MISSÕES;55
4316451;RS;SALTO DO JACUÍ;55
4316436;RS;SALDANHA MARINHO;55
4316428;RS;SAGRADA FAMÍLIA;55
4316402;RS;ROSÁRIO DO SUL;55
4316303;RS;ROQUE GONZALES;55
4316204;RS;RONDINHA;54
4316105;RS;RONDA ALTA;54
